path,file_name,folder,quality,manual_size,product,width,height,status,hash,min_side,max_side,aspect_ratio,is_duplicate,needs_review
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0146.jpg,IMG-20260603-WA0146.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,bea47128a13087ed452b0b9b5e21fc72,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0148.jpg,IMG-20260603-WA0148.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,f5608315e13132793bbbea9555c62dca,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0150.jpg,IMG-20260603-WA0150.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,086a3da0b9dedadab823b12f83005eb1,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0152.jpg,IMG-20260603-WA0152.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,254e792d4b01d89e5b03f3069c18a9a2,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0154.jpg,IMG-20260603-WA0154.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,6076a78321144f6200a61751efd4762c,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0156.jpg,IMG-20260603-WA0156.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,4baa15523ba0c7017c9618261b552a1f,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0158.jpg,IMG-20260603-WA0158.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,b9bae0588a8795308534b21640865b97,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0160.jpg,IMG-20260603-WA0160.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,7073eb96ffb9e85a41ef27c0e10fdffd,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0162.jpg,IMG-20260603-WA0162.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,66119cc6d85a38e0741672dd744fc840,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0164.jpg,IMG-20260603-WA0164.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,4032,3024,ok,11f6d6f88c26fb66c8d487f8ed889c3c,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0166.jpg,IMG-20260603-WA0166.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,3da84ca1559a091b767f98b7261ced5d,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0168.jpg,IMG-20260603-WA0168.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,e9f7ab8251abe9a048b8cd65a26c017f,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0170.jpg,IMG-20260603-WA0170.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,59fc6bb63558b533bfc27cd312446285,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0172.jpg,IMG-20260603-WA0172.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,d5785c48a525f88ef803e933e89af2dc,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0174.jpg,IMG-20260603-WA0174.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,a83b3beb5192be7e6e8fc6eed926323c,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0176.jpg,IMG-20260603-WA0176.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,1fdbca02a3feb6d2a8bc90cb73aff8ba,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0178.jpg,IMG-20260603-WA0178.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,bd10036926a7ccbf37931be5729c431c,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0180.jpg,IMG-20260603-WA0180.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,61437d2a346089b9a87a6c288630daf3,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0182.jpg,IMG-20260603-WA0182.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,f8e620d4432d1390c4e0b38ee66ccb77,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0184.jpg,IMG-20260603-WA0184.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,c01de9a00ec67dcb2911ec13ec4d4bb6,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0186.jpg,IMG-20260603-WA0186.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,a833635f6c6efcc7969a61aa073dbe4a,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0188.jpg,IMG-20260603-WA0188.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,6385c7ea74c783cbc5736fabad4101be,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0190.jpg,IMG-20260603-WA0190.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,184f63a983c85452d734afe8f121540f,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0192.jpg,IMG-20260603-WA0192.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,d91dd85fd4b0a7c91316993ccfbe6302,3024,4032,1.3333333333333333,False,False
data/raw/propias/Bad_Quality_Fruits/Apple_Bad/IMG-20260603-WA0194.jpg,IMG-20260603-WA0194.jpg,data/raw/propias/Bad_Quality_Fruits/Apple_Bad,bad,,producto,3024,4032,ok,3369d401f1ee1be426283eeb2299ced1,3024,4032,1.3333333333333333,False,False
